name,address,bairro,link,lat,lng
Calçadão do Peixe,"Rua Paiaguás, 496 | Campo Belo, São Paulo - SP",Campo Belo,https://comidadibuteco.com.br/buteco/calcadao-do-peixe/,-23.62732643966713,-46.66917752394913
Cana Mana,"Rua Guararapes, 1942 | Brooklin Paulista, São Paulo - SP",Brooklin Paulista,https://comidadibuteco.com.br/buteco/cana-mana/,,
Canto da Marechal,"Rua Marechal Hermes da Fonseca, 271 | Santana, São Paulo - SP",Santana,https://comidadibuteco.com.br/buteco/canto-da-marechal/,-23.497699378675367,-46.63211019285005
Casa Bolinho de Bacalhau,"Rua Azevedo Soares, 499 | Vila Gomes Cardim, São Paulo - SP",Vila Gomes Cardim,https://comidadibuteco.com.br/buteco/3266-revision-v1/,-23.549886,-46.5718481
Casa de Lanches Puppy,"Avenida Paulista, 1009 | Bela Vista, São Paulo - SP",Bela Vista,https://comidadibuteco.com.br/buteco/casa-de-lanches-puppy/,-23.56469164792689,-46.652469146439266
Casa do Norte Osmar,"Rua da Polka, 125 | Jardim Pedro José Nunes, São Paulo - SP",Jardim Pedro José Nunes,https://comidadibuteco.com.br/buteco/casa-do-norte-osmar/,-23.505925509448023,-46.461571852708715
Casa do Sírio,"Rua João Maffei, 202 | Jardim Bonfiglioli, São Paulo - SP",Jardim Bonfiglioli,https://comidadibuteco.com.br/buteco/casa-do-sirio/,,
Chega Mais Espeto,"Rua Santo Antônio, 492 | Bela Vista, São Paulo - SP",Bela Vista,https://comidadibuteco.com.br/buteco/chega-mais-espetos/,-23.3732513,-45.6717326
Chiquinho Bar e Espetinhos,"Rua Doutor Homem de Melo, 952 | Perdizes, São Paulo - SP",Perdizes,https://comidadibuteco.com.br/buteco/chiquinho-bar-e-espetinhos/,-23.534045316249575,-46.67300779660039
Chopp do Alemão,"Rua Doutor José Paulo, 103 | Chácara Seis de Outubro, São Paulo - SP",Chácara Seis de Outubro,https://comidadibuteco.com.br/buteco/3271-revision-v1/,,
Comida Di Rei,"Rua José Coimbra, 339 | Vila Andrade, São Paulo - SP",Vila Andrade,https://comidadibuteco.com.br/buteco/comida-di-rei/,-23.623799406366377,-46.74065253746722
Cookinhouse,"Avenida Ede, 383 | Vila Ede, São Paulo - SP",Vila Ede,https://comidadibuteco.com.br/buteco/cookinhouse/,-23.4956409,-46.5930616
Cris Parrilla Bar,"Rua República do Iraque, 1326 | Parque Colonial, São Paulo - SP",Parque Colonial,https://comidadibuteco.com.br/buteco/cris-parrilla-bar/,,
Deck Snooker Bar,"Avenida Professor Luiz Ignácio Anhaia Mello, 1820 | Vila Prudente, São Paulo - SP",Vila Prudente,https://comidadibuteco.com.br/buteco/deck-snooker-bar/,-23.58275874876452,-46.57023937210156
DiBrito,"Rua Desembargador do Vale, 115 | Perdizes, São Paulo - SP",Perdizes,https://comidadibuteco.com.br/buteco/dibrito/,-23.533244693032035,-46.68257974545101
DoDuda Gastronomia & Bar,"Rua Vale Formoso, 360 | Chácara Santo Antônio (Zona Leste), São Paulo - SP",Chácara Santo Antônio (Zona Leste),https://comidadibuteco.com.br/buteco/doduda-gastronomia-bar/,,
Dona Inês,"Rua Conselheiro Ramalho, 647 | Bela Vista, São Paulo - SP",Bela Vista,https://comidadibuteco.com.br/buteco/dona-ines/,-23.55755181083513,-46.644428120599414
